,period_begin,period_end,zip,parent_metro_region,median_sale_price,property_type,LAT,LNG
31895,2016-09-01,2016-11-30,33033,"Miami, FL",225000.0,Single Family Residential,25.481199,-80.414925
31897,2016-10-01,2016-12-31,33033,"Miami, FL",229000.0,Single Family Residential,25.481199,-80.414925
31899,2016-11-01,2017-01-31,33033,"Miami, FL",225250.0,Single Family Residential,25.481199,-80.414925
31900,2016-12-01,2017-02-28,33033,"Miami, FL",227500.0,Single Family Residential,25.481199,-80.414925
31903,2017-01-01,2017-03-31,33033,"Miami, FL",228400.0,Single Family Residential,25.481199,-80.414925
31905,2017-02-01,2017-04-30,33033,"Miami, FL",230000.0,Single Family Residential,25.481199,-80.414925
31906,2017-03-01,2017-05-31,33033,"Miami, FL",240000.0,Single Family Residential,25.481199,-80.414925
31918,2018-03-01,2018-05-31,33033,"Miami, FL",250000.0,Single Family Residential,25.481199,-80.414925
31920,2018-05-01,2018-07-31,33033,"Miami, FL",249900.0,Single Family Residential,25.481199,-80.414925
31929,2019-03-01,2019-05-31,33033,"Miami, FL",269900.0,Single Family Residential,25.481199,-80.414925
31933,2019-06-01,2019-08-31,33033,"Miami, FL",280000.0,Single Family Residential,25.481199,-80.414925
31934,2019-07-01,2019-09-30,33033,"Miami, FL",280000.0,Single Family Residential,25.481199,-80.414925
31936,2019-09-01,2019-11-30,33033,"Miami, FL",280000.0,Single Family Residential,25.481199,-80.414925
31940,2020-03-01,2020-05-31,33033,"Miami, FL",285000.0,Single Family Residential,25.481199,-80.414925
31942,2020-04-01,2020-06-30,33033,"Miami, FL",295000.0,Single Family Residential,25.481199,-80.414925
31951,2021-01-01,2021-03-31,33033,"Miami, FL",335000.0,Single Family Residential,25.481199,-80.414925
31957,2021-04-01,2021-06-30,33033,"Miami, FL",344500.0,Single Family Residential,25.481199,-80.414925
31964,2021-09-01,2021-11-30,33033,"Miami, FL",370400.0,Single Family Residential,25.481199,-80.414925
31966,2012-06-01,2012-08-31,30108,"Atlanta, GA",21225.0,Single Family Residential,33.5317,-85.262996
31969,2013-03-01,2013-05-31,30108,"Atlanta, GA",110000.0,Single Family Residential,33.5317,-85.262996
31970,2013-07-01,2013-09-30,30108,"Atlanta, GA",88000.0,Single Family Residential,33.5317,-85.262996
31972,2014-12-01,2015-02-28,30108,"Atlanta, GA",109900.0,Single Family Residential,33.5317,-85.262996
31973,2015-03-01,2015-05-31,30108,"Atlanta, GA",119950.0,Single Family Residential,33.5317,-85.262996
31974,2015-09-01,2015-11-30,30108,"Atlanta, GA",99900.0,Single Family Residential,33.5317,-85.262996
31975,2016-11-01,2017-01-31,30108,"Atlanta, GA",115500.0,Single Family Residential,33.5317,-85.262996
31976,2017-01-01,2017-03-31,30108,"Atlanta, GA",110000.0,Single Family Residential,33.5317,-85.262996
31981,2021-05-01,2021-07-31,30108,"Atlanta, GA",205000.0,Single Family Residential,33.5317,-85.262996
31982,2021-09-01,2021-11-30,30108,"Atlanta, GA",215000.0,Single Family Residential,33.5317,-85.262996
31986,2013-04-01,2013-06-30,30019,"Atlanta, GA",190500.0,Single Family Residential,33.97561,-83.883747
31990,2014-09-01,2014-11-30,30019,"Atlanta, GA",240158.0,Single Family Residential,33.97561,-83.883747
31993,2017-01-01,2017-03-31,30019,"Atlanta, GA",270000.0,Single Family Residential,33.97561,-83.883747
31994,2017-06-01,2017-08-31,30019,"Atlanta, GA",257200.0,Single Family Residential,33.97561,-83.883747
31997,2018-04-01,2018-06-30,30019,"Atlanta, GA",280000.0,Single Family Residential,33.97561,-83.883747
32003,2020-02-01,2020-04-30,30019,"Atlanta, GA",310000.0,Single Family Residential,33.97561,-83.883747
32007,2021-04-01,2021-06-30,30019,"Atlanta, GA",370000.0,Single Family Residential,33.97561,-83.883747
32010,2012-06-01,2012-08-31,30350,"Atlanta, GA",442700.0,Single Family Residential,33.980254,-84.330016
32013,2014-09-01,2014-11-30,30350,"Atlanta, GA",523000.0,Single Family Residential,33.980254,-84.330016
32022,2012-12-01,2013-02-28,30326,"Atlanta, GA",400000.0,Single Family Residential,33.849518,-84.363971
32024,2013-09-01,2013-11-30,30326,"Atlanta, GA",455000.0,Single Family Residential,33.849518,-84.363971
32032,2020-06-01,2020-08-31,30326,"Atlanta, GA",875000.0,Single Family Residential,33.849518,-84.363971
32033,2020-08-01,2020-10-31,30326,"Atlanta, GA",1140375.0,Single Family Residential,33.849518,-84.363971
32045,2017-09-01,2017-11-30,30187,"Atlanta, GA",155000.0,Single Family Residential,33.662549,-84.847233
32053,2013-02-01,2013-04-30,30008,"Atlanta, GA",93500.0,Single Family Residential,33.897634,-84.589572
32061,2015-11-01,2016-01-31,30008,"Atlanta, GA",157500.0,Single Family Residential,33.897634,-84.589572
32062,2016-04-01,2016-06-30,30008,"Atlanta, GA",166450.0,Single Family Residential,33.897634,-84.589572
32075,2013-10-01,2013-12-31,33126,"Miami, FL",172500.0,Single Family Residential,25.7794,-80.299475
32077,2014-07-01,2014-09-30,33126,"Miami, FL",207500.0,Single Family Residential,25.7794,-80.299475
32079,2014-09-01,2014-11-30,33126,"Miami, FL",201000.0,Single Family Residential,25.7794,-80.299475
32094,2015-11-01,2016-01-31,33126,"Miami, FL",237000.0,Single Family Residential,25.7794,-80.299475
32100,2016-05-01,2016-07-31,33126,"Miami, FL",270000.0,Single Family Residential,25.7794,-80.299475
32106,2016-11-01,2017-01-31,33126,"Miami, FL",269950.0,Single Family Residential,25.7794,-80.299475
32107,2016-12-01,2017-02-28,33126,"Miami, FL",279950.0,Single Family Residential,25.7794,-80.299475
32110,2017-03-01,2017-05-31,33126,"Miami, FL",297500.0,Single Family Residential,25.7794,-80.299475
32124,2019-01-01,2019-03-31,33126,"Miami, FL",317250.0,Single Family Residential,25.7794,-80.299475
32125,2019-05-01,2019-07-31,33126,"Miami, FL",357000.0,Single Family Residential,25.7794,-80.299475
32127,2019-09-01,2019-11-30,33126,"Miami, FL",355000.0,Single Family Residential,25.7794,-80.299475
32136,2021-02-01,2021-04-30,33126,"Miami, FL",440000.0,Single Family Residential,25.7794,-80.299475
32139,2021-05-01,2021-07-31,33126,"Miami, FL",407500.0,Single Family Residential,25.7794,-80.299475
32144,2013-08-01,2013-10-31,78734,"Austin, TX",366896.5,Single Family Residential,30.378736,-97.950592
32147,2014-09-01,2014-11-30,78734,"Austin, TX",368750.0,Single Family Residential,30.378736,-97.950592
32153,2016-10-01,2016-12-31,78734,"Austin, TX",451650.0,Single Family Residential,30.378736,-97.950592
32154,2018-03-01,2018-05-31,78734,"Austin, TX",435000.0,Single Family Residential,30.378736,-97.950592
32157,2019-08-01,2019-10-31,78734,"Austin, TX",465000.0,Single Family Residential,30.378736,-97.950592
32163,2021-05-01,2021-07-31,78734,"Austin, TX",775000.0,Single Family Residential,30.378736,-97.950592
32164,2021-06-01,2021-08-31,78734,"Austin, TX",777500.0,Single Family Residential,30.378736,-97.950592
32167,2012-08-01,2012-10-31,33142,"Miami, FL",55000.0,Single Family Residential,25.812043,-80.238614
32169,2013-03-01,2013-05-31,33142,"Miami, FL",44900.0,Single Family Residential,25.812043,-80.238614
32172,2013-09-01,2013-11-30,33142,"Miami, FL",64000.0,Single Family Residential,25.812043,-80.238614
32185,2015-08-01,2015-10-31,33142,"Miami, FL",97000.0,Single Family Residential,25.812043,-80.238614
32196,2016-09-01,2016-11-30,33142,"Miami, FL",125000.0,Single Family Residential,25.812043,-80.238614
32200,2017-02-01,2017-04-30,33142,"Miami, FL",143500.0,Single Family Residential,25.812043,-80.238614
32210,2018-09-01,2018-11-30,33142,"Miami, FL",200000.0,Single Family Residential,25.812043,-80.238614
32212,2018-10-01,2018-12-31,33142,"Miami, FL",204500.0,Single Family Residential,25.812043,-80.238614
32214,2019-01-01,2019-03-31,33142,"Miami, FL",180000.0,Single Family Residential,25.812043,-80.238614
32215,2019-04-01,2019-06-30,33142,"Miami, FL",230000.0,Single Family Residential,25.812043,-80.238614
32217,2019-06-01,2019-08-31,33142,"Miami, FL",236000.0,Single Family Residential,25.812043,-80.238614
32220,2019-07-01,2019-09-30,33142,"Miami, FL",237000.0,Single Family Residential,25.812043,-80.238614
32222,2020-04-01,2020-06-30,33142,"Miami, FL",259950.0,Single Family Residential,25.812043,-80.238614
32226,2020-08-01,2020-10-31,33142,"Miami, FL",255000.0,Single Family Residential,25.812043,-80.238614
32227,2020-09-01,2020-11-30,33142,"Miami, FL",265000.0,Single Family Residential,25.812043,-80.238614
32233,2012-07-01,2012-09-30,27513,"Raleigh, NC",259500.0,Single Family Residential,35.802102,-78.802719
32238,2016-04-01,2016-06-30,27513,"Raleigh, NC",335000.0,Single Family Residential,35.802102,-78.802719
32243,2017-10-01,2017-12-31,27513,"Raleigh, NC",359000.0,Single Family Residential,35.802102,-78.802719
32244,2018-12-01,2019-02-28,27513,"Raleigh, NC",347500.0,Single Family Residential,35.802102,-78.802719
32248,2012-07-01,2012-09-30,33013,"Miami, FL",150000.0,Single Family Residential,25.86219,-80.269677
32259,2014-11-01,2015-01-31,33013,"Miami, FL",185000.0,Single Family Residential,25.86219,-80.269677
32262,2015-01-01,2015-03-31,33013,"Miami, FL",205000.0,Single Family Residential,25.86219,-80.269677
32263,2015-03-01,2015-05-31,33013,"Miami, FL",206000.0,Single Family Residential,25.86219,-80.269677
32270,2015-11-01,2016-01-31,33013,"Miami, FL",222000.0,Single Family Residential,25.86219,-80.269677
32272,2016-02-01,2016-04-30,33013,"Miami, FL",242300.0,Single Family Residential,25.86219,-80.269677
32273,2016-03-01,2016-05-31,33013,"Miami, FL",252500.0,Single Family Residential,25.86219,-80.269677
32275,2016-06-01,2016-08-31,33013,"Miami, FL",244750.0,Single Family Residential,25.86219,-80.269677
32276,2016-07-01,2016-09-30,33013,"Miami, FL",250000.0,Single Family Residential,25.86219,-80.269677
32278,2016-08-01,2016-10-31,33013,"Miami, FL",250000.0,Single Family Residential,25.86219,-80.269677
32281,2016-11-01,2017-01-31,33013,"Miami, FL",250000.0,Single Family Residential,25.86219,-80.269677
32290,2017-10-01,2017-12-31,33013,"Miami, FL",285000.0,Single Family Residential,25.86219,-80.269677
32292,2018-04-01,2018-06-30,33013,"Miami, FL",304500.0,Single Family Residential,25.86219,-80.269677
32293,2018-05-01,2018-07-31,33013,"Miami, FL",320000.0,Single Family Residential,25.86219,-80.269677
32295,2018-11-01,2019-01-31,33013,"Miami, FL",306000.0,Single Family Residential,25.86219,-80.269677
32297,2018-12-01,2019-02-28,33013,"Miami, FL",310000.0,Single Family Residential,25.86219,-80.269677
32309,2019-12-01,2020-02-29,33013,"Miami, FL",344450.0,Single Family Residential,25.86219,-80.269677
32311,2020-03-01,2020-05-31,33013,"Miami, FL",363000.0,Single Family Residential,25.86219,-80.269677
32312,2020-04-01,2020-06-30,33013,"Miami, FL",359000.0,Single Family Residential,25.86219,-80.269677
32323,2012-07-01,2012-09-30,27525,"Raleigh, NC",131750.0,Single Family Residential,36.136109,-78.458098
32324,2012-10-01,2012-12-31,27525,"Raleigh, NC",151500.0,Single Family Residential,36.136109,-78.458098
32325,2012-12-01,2013-02-28,27525,"Raleigh, NC",134524.0,Single Family Residential,36.136109,-78.458098
32330,2014-05-01,2014-07-31,27525,"Raleigh, NC",164750.0,Single Family Residential,36.136109,-78.458098
32332,2014-08-01,2014-10-31,27525,"Raleigh, NC",154250.0,Single Family Residential,36.136109,-78.458098
32333,2014-11-01,2015-01-31,27525,"Raleigh, NC",175000.0,Single Family Residential,36.136109,-78.458098
32335,2015-04-01,2015-06-30,27525,"Raleigh, NC",181900.0,Single Family Residential,36.136109,-78.458098
32341,2018-03-01,2018-05-31,27525,"Raleigh, NC",229905.0,Single Family Residential,36.136109,-78.458098
32342,2018-04-01,2018-06-30,27525,"Raleigh, NC",225700.0,Single Family Residential,36.136109,-78.458098
32346,2018-11-01,2019-01-31,27525,"Raleigh, NC",228730.0,Single Family Residential,36.136109,-78.458098
32348,2019-03-01,2019-05-31,27525,"Raleigh, NC",215500.0,Single Family Residential,36.136109,-78.458098
32350,2019-07-01,2019-09-30,27525,"Raleigh, NC",249254.0,Single Family Residential,36.136109,-78.458098
32356,2021-01-01,2021-03-31,27525,"Raleigh, NC",272000.0,Single Family Residential,36.136109,-78.458098
32358,2021-07-01,2021-09-30,27525,"Raleigh, NC",317750.0,Single Family Residential,36.136109,-78.458098
32359,2012-07-01,2012-09-30,27605,"Raleigh, NC",475500.0,Single Family Residential,35.790609,-78.654594
32360,2012-09-01,2012-11-30,27605,"Raleigh, NC",317500.0,Single Family Residential,35.790609,-78.654594
32362,2013-04-01,2013-06-30,27605,"Raleigh, NC",439000.0,Single Family Residential,35.790609,-78.654594
32370,2018-03-01,2018-05-31,27605,"Raleigh, NC",546500.0,Single Family Residential,35.790609,-78.654594
32373,2021-01-01,2021-03-31,27605,"Raleigh, NC",738000.0,Single Family Residential,35.790609,-78.654594
32375,2012-07-01,2012-09-30,30189,"Atlanta, GA",154000.0,Single Family Residential,34.124224,-84.570679
32376,2013-06-01,2013-08-31,30189,"Atlanta, GA",193000.0,Single Family Residential,34.124224,-84.570679
32379,2014-08-01,2014-10-31,30189,"Atlanta, GA",198000.0,Single Family Residential,34.124224,-84.570679
32380,2015-02-01,2015-04-30,30189,"Atlanta, GA",209000.0,Single Family Residential,34.124224,-84.570679
32388,2018-10-01,2018-12-31,30189,"Atlanta, GA",250000.0,Single Family Residential,34.124224,-84.570679
32394,2013-10-01,2013-12-31,30327,"Atlanta, GA",945000.0,Single Family Residential,33.869694,-84.4173
32395,2013-12-01,2014-02-28,30327,"Atlanta, GA",955150.0,Single Family Residential,33.869694,-84.4173
32396,2014-01-01,2014-03-31,30327,"Atlanta, GA",947000.0,Single Family Residential,33.869694,-84.4173
32400,2018-03-01,2018-05-31,30327,"Atlanta, GA",1062500.0,Single Family Residential,33.869694,-84.4173
32402,2019-09-01,2019-11-30,30327,"Atlanta, GA",995000.0,Single Family Residential,33.869694,-84.4173
32407,2021-05-01,2021-07-31,30327,"Atlanta, GA",1450000.0,Single Family Residential,33.869694,-84.4173
32410,2012-09-01,2012-11-30,27617,"Raleigh, NC",235000.0,Single Family Residential,35.907875,-78.77296
32416,2017-08-01,2017-10-31,27617,"Raleigh, NC",345000.0,Single Family Residential,35.907875,-78.77296
32423,2012-11-01,2013-01-31,30107,"Atlanta, GA",121450.0,Single Family Residential,34.336291,-84.345793
32427,2016-04-01,2016-06-30,30107,"Atlanta, GA",240000.0,Single Family Residential,34.336291,-84.345793
32428,2016-09-01,2016-11-30,30107,"Atlanta, GA",212125.0,Single Family Residential,34.336291,-84.345793
32430,2017-05-01,2017-07-31,30107,"Atlanta, GA",231905.0,Single Family Residential,34.336291,-84.345793
32445,2014-09-01,2014-11-30,30337,"Atlanta, GA",105000.0,Single Family Residential,33.640147,-84.450081
32446,2015-02-01,2015-04-30,30337,"Atlanta, GA",82000.0,Single Family Residential,33.640147,-84.450081
32447,2015-10-01,2015-12-31,30337,"Atlanta, GA",163000.0,Single Family Residential,33.640147,-84.450081
32448,2015-12-01,2016-02-29,30337,"Atlanta, GA",215000.0,Single Family Residential,33.640147,-84.450081
32450,2016-06-01,2016-08-31,30337,"Atlanta, GA",219968.5,Single Family Residential,33.640147,-84.450081
32451,2016-07-01,2016-09-30,30337,"Atlanta, GA",227895.0,Single Family Residential,33.640147,-84.450081
32453,2018-09-01,2018-11-30,30337,"Atlanta, GA",213000.0,Single Family Residential,33.640147,-84.450081
32455,2020-08-01,2020-10-31,30337,"Atlanta, GA",241000.0,Single Family Residential,33.640147,-84.450081
32457,2021-05-01,2021-07-31,30337,"Atlanta, GA",359000.0,Single Family Residential,33.640147,-84.450081
32459,2013-04-01,2013-06-30,30656,"Atlanta, GA",118000.0,Single Family Residential,33.862137,-83.716175
32461,2013-06-01,2013-08-31,30656,"Atlanta, GA",119050.0,Single Family Residential,33.862137,-83.716175
32462,2013-08-01,2013-10-31,30656,"Atlanta, GA",122400.0,Single Family Residential,33.862137,-83.716175
32467,2015-08-01,2015-10-31,30656,"Atlanta, GA",155000.0,Single Family Residential,33.862137,-83.716175
32469,2016-04-01,2016-06-30,30656,"Atlanta, GA",173900.0,Single Family Residential,33.862137,-83.716175
32471,2016-08-01,2016-10-31,30656,"Atlanta, GA",189900.0,Single Family Residential,33.862137,-83.716175
32474,2017-05-01,2017-07-31,30656,"Atlanta, GA",183900.0,Single Family Residential,33.862137,-83.716175
32476,2019-05-01,2019-07-31,30656,"Atlanta, GA",264450.0,Single Family Residential,33.862137,-83.716175
32477,2019-07-01,2019-09-30,30656,"Atlanta, GA",266210.0,Single Family Residential,33.862137,-83.716175
32478,2019-11-01,2020-01-31,30656,"Atlanta, GA",263950.0,Single Family Residential,33.862137,-83.716175
32479,2019-12-01,2020-02-29,30656,"Atlanta, GA",268000.0,Single Family Residential,33.862137,-83.716175
32481,2020-06-01,2020-08-31,30656,"Atlanta, GA",279900.0,Single Family Residential,33.862137,-83.716175
32484,2021-04-01,2021-06-30,30656,"Atlanta, GA",300000.0,Single Family Residential,33.862137,-83.716175
32485,2012-08-01,2012-10-31,30185,"Atlanta, GA",100000.0,Single Family Residential,33.519802,-84.918098
32486,2012-12-01,2013-02-28,30185,"Atlanta, GA",74900.0,Single Family Residential,33.519802,-84.918098
32488,2013-05-01,2013-07-31,30185,"Atlanta, GA",245000.0,Single Family Residential,33.519802,-84.918098
32489,2013-12-01,2014-02-28,30185,"Atlanta, GA",128900.0,Single Family Residential,33.519802,-84.918098
32490,2014-01-01,2014-03-31,30185,"Atlanta, GA",90400.0,Single Family Residential,33.519802,-84.918098
32492,2014-06-01,2014-08-31,30185,"Atlanta, GA",184000.0,Single Family Residential,33.519802,-84.918098
32493,2014-07-01,2014-09-30,30185,"Atlanta, GA",141928.5,Single Family Residential,33.519802,-84.918098
32495,2014-11-01,2015-01-31,30185,"Atlanta, GA",144250.0,Single Family Residential,33.519802,-84.918098
32497,2015-02-01,2015-04-30,30185,"Atlanta, GA",122500.0,Single Family Residential,33.519802,-84.918098
32498,2015-09-01,2015-11-30,30185,"Atlanta, GA",129500.0,Single Family Residential,33.519802,-84.918098
32499,2016-09-01,2016-11-30,30185,"Atlanta, GA",193000.0,Single Family Residential,33.519802,-84.918098
32501,2017-02-01,2017-04-30,30185,"Atlanta, GA",58000.0,Single Family Residential,33.519802,-84.918098
32502,2017-08-01,2017-10-31,30185,"Atlanta, GA",129500.0,Single Family Residential,33.519802,-84.918098
32504,2017-11-01,2018-01-31,30185,"Atlanta, GA",212000.0,Single Family Residential,33.519802,-84.918098
32508,2018-07-01,2018-09-30,30185,"Atlanta, GA",254750.0,Single Family Residential,33.519802,-84.918098
32511,2018-09-01,2018-11-30,30185,"Atlanta, GA",190500.0,Single Family Residential,33.519802,-84.918098
32514,2019-07-01,2019-09-30,30185,"Atlanta, GA",215000.0,Single Family Residential,33.519802,-84.918098
32517,2020-05-01,2020-07-31,30185,"Atlanta, GA",339400.0,Single Family Residential,33.519802,-84.918098
32528,2013-02-01,2013-04-30,30113,"Atlanta, GA",65500.0,Single Family Residential,33.850746,-85.205308
32529,2013-09-01,2013-11-30,30113,"Atlanta, GA",104450.0,Single Family Residential,33.850746,-85.205308
32530,2014-02-01,2014-04-30,30113,"Atlanta, GA",77500.0,Single Family Residential,33.850746,-85.205308
32533,2014-09-01,2014-11-30,30113,"Atlanta, GA",90000.0,Single Family Residential,33.850746,-85.205308
32538,2012-08-01,2012-10-31,27549,"Raleigh, NC",105000.0,Single Family Residential,36.101663,-78.232233
32541,2013-11-01,2014-01-31,27549,"Raleigh, NC",165000.0,Single Family Residential,36.101663,-78.232233
32543,2015-06-01,2015-08-31,27549,"Raleigh, NC",128000.0,Single Family Residential,36.101663,-78.232233
32544,2015-12-01,2016-02-29,27549,"Raleigh, NC",135000.0,Single Family Residential,36.101663,-78.232233
32545,2016-08-01,2016-10-31,27549,"Raleigh, NC",166000.0,Single Family Residential,36.101663,-78.232233
32546,2017-02-01,2017-04-30,27549,"Raleigh, NC",185900.0,Single Family Residential,36.101663,-78.232233
32549,2019-02-01,2019-04-30,27549,"Raleigh, NC",202750.0,Single Family Residential,36.101663,-78.232233
32550,2019-06-01,2019-08-31,27549,"Raleigh, NC",197500.0,Single Family Residential,36.101663,-78.232233
32553,2021-05-01,2021-07-31,27549,"Raleigh, NC",270000.0,Single Family Residential,36.101663,-78.232233
32562,2014-04-01,2014-06-30,27518,"Raleigh, NC",370000.0,Single Family Residential,35.731139,-78.773206
32568,2016-03-01,2016-05-31,27518,"Raleigh, NC",419000.0,Single Family Residential,35.731139,-78.773206
32573,2017-06-01,2017-08-31,27518,"Raleigh, NC",430000.0,Single Family Residential,35.731139,-78.773206
32574,2017-12-01,2018-02-28,27518,"Raleigh, NC",461000.0,Single Family Residential,35.731139,-78.773206
32588,2013-06-01,2013-08-31,78664,"Austin, TX",159950.0,Single Family Residential,30.501927,-97.647251
32590,2013-10-01,2013-12-31,78664,"Austin, TX",159000.0,Single Family Residential,30.501927,-97.647251
32594,2015-07-01,2015-09-30,78664,"Austin, TX",188300.0,Single Family Residential,30.501927,-97.647251
32596,2016-06-01,2016-08-31,78664,"Austin, TX",212400.0,Single Family Residential,30.501927,-97.647251
32598,2017-07-01,2017-09-30,78664,"Austin, TX",220000.0,Single Family Residential,30.501927,-97.647251
32608,2020-02-01,2020-04-30,78664,"Austin, TX",252000.0,Single Family Residential,30.501927,-97.647251
32609,2020-04-01,2020-06-30,78664,"Austin, TX",259500.0,Single Family Residential,30.501927,-97.647251
32615,2021-08-01,2021-10-31,78664,"Austin, TX",403360.0,Single Family Residential,30.501927,-97.647251
32616,2021-09-01,2021-11-30,78664,"Austin, TX",390000.0,Single Family Residential,30.501927,-97.647251
32618,2012-10-01,2012-12-31,30083,"Atlanta, GA",50150.0,Single Family Residential,33.797412,-84.197984
32620,2013-01-01,2013-03-31,30083,"Atlanta, GA",60000.0,Single Family Residential,33.797412,-84.197984
32625,2014-09-01,2014-11-30,30083,"Atlanta, GA",82500.0,Single Family Residential,33.797412,-84.197984
32632,2016-07-01,2016-09-30,30083,"Atlanta, GA",119900.0,Single Family Residential,33.797412,-84.197984
32638,2019-02-01,2019-04-30,30083,"Atlanta, GA",154000.0,Single Family Residential,33.797412,-84.197984
32643,2021-01-01,2021-03-31,30083,"Atlanta, GA",220000.0,Single Family Residential,33.797412,-84.197984
32654,2018-11-01,2019-01-31,78751,"Austin, TX",480500.0,Single Family Residential,30.310782,-97.722759
32660,2013-11-01,2014-01-31,30177,"Atlanta, GA",126000.0,Single Family Residential,34.411307,-84.377876
32662,2014-02-01,2014-04-30,30177,"Atlanta, GA",150000.0,Single Family Residential,34.411307,-84.377876
32663,2014-06-01,2014-08-31,30177,"Atlanta, GA",130050.0,Single Family Residential,34.411307,-84.377876
32666,2015-09-01,2015-11-30,30177,"Atlanta, GA",190000.0,Single Family Residential,34.411307,-84.377876
32667,2015-10-01,2015-12-31,30177,"Atlanta, GA",190000.0,Single Family Residential,34.411307,-84.377876
32669,2016-01-01,2016-03-31,30177,"Atlanta, GA",108300.0,Single Family Residential,34.411307,-84.377876
32673,2018-05-01,2018-07-31,30177,"Atlanta, GA",159900.0,Single Family Residential,34.411307,-84.377876
32674,2019-04-01,2019-06-30,30177,"Atlanta, GA",175750.0,Single Family Residential,34.411307,-84.377876
32675,2019-11-01,2020-01-31,30177,"Atlanta, GA",192000.0,Single Family Residential,34.411307,-84.377876
32676,2019-12-01,2020-02-29,30177,"Atlanta, GA",219000.0,Single Family Residential,34.411307,-84.377876
32679,2021-06-01,2021-08-31,30177,"Atlanta, GA",325000.0,Single Family Residential,34.411307,-84.377876
32680,2021-07-01,2021-09-30,30177,"Atlanta, GA",325000.0,Single Family Residential,34.411307,-84.377876
32682,2013-03-01,2013-05-31,33125,"Miami, FL",150000.0,Single Family Residential,25.783849,-80.23609
32690,2014-09-01,2014-11-30,33125,"Miami, FL",176000.0,Single Family Residential,25.783849,-80.23609
32698,2015-09-01,2015-11-30,33125,"Miami, FL",214000.0,Single Family Residential,25.783849,-80.23609
32699,2016-01-01,2016-03-31,33125,"Miami, FL",255000.0,Single Family Residential,25.783849,-80.23609
32703,2016-05-01,2016-07-31,33125,"Miami, FL",211500.0,Single Family Residential,25.783849,-80.23609
32713,2017-07-01,2017-09-30,33125,"Miami, FL",274000.0,Single Family Residential,25.783849,-80.23609
32714,2017-08-01,2017-10-31,33125,"Miami, FL",268350.0,Single Family Residential,25.783849,-80.23609
32719,2018-04-01,2018-06-30,33125,"Miami, FL",285000.0,Single Family Residential,25.783849,-80.23609
32721,2018-08-01,2018-10-31,33125,"Miami, FL",325000.0,Single Family Residential,25.783849,-80.23609
32724,2018-10-01,2018-12-31,33125,"Miami, FL",325000.0,Single Family Residential,25.783849,-80.23609
32732,2020-09-01,2020-11-30,33125,"Miami, FL",352500.0,Single Family Residential,25.783849,-80.23609
32734,2020-11-01,2021-01-31,33125,"Miami, FL",350000.0,Single Family Residential,25.783849,-80.23609
32743,2013-09-01,2013-11-30,27571,"Raleigh, NC",324240.0,Single Family Residential,35.91949,-78.458036
32745,2014-07-01,2014-09-30,27571,"Raleigh, NC",297000.0,Single Family Residential,35.91949,-78.458036
32753,2017-11-01,2018-01-31,27571,"Raleigh, NC",315000.0,Single Family Residential,35.91949,-78.458036
32757,2019-06-01,2019-08-31,27571,"Raleigh, NC",394000.0,Single Family Residential,35.91949,-78.458036
32760,2019-08-01,2019-10-31,27571,"Raleigh, NC",349000.0,Single Family Residential,35.91949,-78.458036
32766,2021-04-01,2021-06-30,27571,"Raleigh, NC",425600.0,Single Family Residential,35.91949,-78.458036
32770,2015-02-01,2015-04-30,33130,"Miami, FL",156387.0,Single Family Residential,25.768524,-80.203359
32772,2015-05-01,2015-07-31,33130,"Miami, FL",320000.0,Single Family Residential,25.768524,-80.203359
32794,2019-03-01,2019-05-31,33130,"Miami, FL",420000.0,Single Family Residential,25.768524,-80.203359
32800,2021-04-01,2021-06-30,33130,"Miami, FL",466250.0,Single Family Residential,25.768524,-80.203359
32801,2021-05-01,2021-07-31,33130,"Miami, FL",466250.0,Single Family Residential,25.768524,-80.203359
32803,2021-06-01,2021-08-31,33130,"Miami, FL",357500.0,Single Family Residential,25.768524,-80.203359
32806,2021-08-01,2021-10-31,33130,"Miami, FL",421250.0,Single Family Residential,25.768524,-80.203359
32809,2013-11-01,2014-01-31,30204,"Atlanta, GA",74000.0,Single Family Residential,33.05605,-84.121042
32811,2014-11-01,2015-01-31,30204,"Atlanta, GA",52750.0,Single Family Residential,33.05605,-84.121042
32812,2015-01-01,2015-03-31,30204,"Atlanta, GA",42000.0,Single Family Residential,33.05605,-84.121042
32813,2016-05-01,2016-07-31,30204,"Atlanta, GA",88450.0,Single Family Residential,33.05605,-84.121042
32814,2016-12-01,2017-02-28,30204,"Atlanta, GA",68000.0,Single Family Residential,33.05605,-84.121042
32815,2017-03-01,2017-05-31,30204,"Atlanta, GA",133500.0,Single Family Residential,33.05605,-84.121042
32817,2018-11-01,2019-01-31,30204,"Atlanta, GA",131000.0,Single Family Residential,33.05605,-84.121042
32818,2019-02-01,2019-04-30,30204,"Atlanta, GA",145000.0,Single Family Residential,33.05605,-84.121042
32820,2019-10-01,2019-12-31,30204,"Atlanta, GA",165000.0,Single Family Residential,33.05605,-84.121042
32821,2020-07-01,2020-09-30,30204,"Atlanta, GA",201000.0,Single Family Residential,33.05605,-84.121042
32827,2014-02-01,2014-04-30,30013,"Atlanta, GA",101000.0,Single Family Residential,33.64517,-83.972188
32831,2012-11-01,2013-01-31,78616,"Austin, TX",325572.5,Single Family Residential,29.940066,-97.568294
32833,2013-07-01,2013-09-30,78616,"Austin, TX",174650.0,Single Family Residential,29.940066,-97.568294
