,period_begin,period_end,zip,parent_metro_region,median_sale_price,property_type,LAT,LNG
12094,2013-05-01,2013-07-31,30265,"Atlanta, GA",185000.0,Single Family Residential,33.418625,-84.713134
12096,2013-07-01,2013-09-30,30265,"Atlanta, GA",183000.0,Single Family Residential,33.418625,-84.713134
12097,2013-11-01,2014-01-31,30265,"Atlanta, GA",195000.0,Single Family Residential,33.418625,-84.713134
12101,2014-04-01,2014-06-30,30265,"Atlanta, GA",206652.5,Single Family Residential,33.418625,-84.713134
12105,2014-09-01,2014-11-30,30265,"Atlanta, GA",192750.0,Single Family Residential,33.418625,-84.713134
12106,2014-10-01,2014-12-31,30265,"Atlanta, GA",188250.0,Single Family Residential,33.418625,-84.713134
12113,2015-06-01,2015-08-31,30265,"Atlanta, GA",222000.0,Single Family Residential,33.418625,-84.713134
12115,2015-08-01,2015-10-31,30265,"Atlanta, GA",210000.0,Single Family Residential,33.418625,-84.713134
12117,2015-10-01,2015-12-31,30265,"Atlanta, GA",213510.0,Single Family Residential,33.418625,-84.713134
12126,2016-05-01,2016-07-31,30265,"Atlanta, GA",217250.0,Single Family Residential,33.418625,-84.713134
12134,2017-03-01,2017-05-31,30265,"Atlanta, GA",225000.0,Single Family Residential,33.418625,-84.713134
12137,2017-06-01,2017-08-31,30265,"Atlanta, GA",229325.0,Single Family Residential,33.418625,-84.713134
12145,2018-08-01,2018-10-31,30265,"Atlanta, GA",245000.0,Single Family Residential,33.418625,-84.713134
12150,2019-01-01,2019-03-31,30265,"Atlanta, GA",256440.0,Single Family Residential,33.418625,-84.713134
12151,2019-02-01,2019-04-30,30265,"Atlanta, GA",255542.5,Single Family Residential,33.418625,-84.713134
12153,2019-06-01,2019-08-31,30265,"Atlanta, GA",265000.0,Single Family Residential,33.418625,-84.713134
12154,2019-07-01,2019-09-30,30265,"Atlanta, GA",265950.0,Single Family Residential,33.418625,-84.713134
12155,2019-08-01,2019-10-31,30265,"Atlanta, GA",259900.0,Single Family Residential,33.418625,-84.713134
12156,2019-09-01,2019-11-30,30265,"Atlanta, GA",258000.0,Single Family Residential,33.418625,-84.713134
12160,2020-04-01,2020-06-30,30265,"Atlanta, GA",283000.0,Single Family Residential,33.418625,-84.713134
12161,2020-06-01,2020-08-31,30265,"Atlanta, GA",283750.0,Single Family Residential,33.418625,-84.713134
12166,2021-06-01,2021-08-31,30265,"Atlanta, GA",337450.0,Single Family Residential,33.418625,-84.713134
12169,2021-09-01,2021-11-30,30265,"Atlanta, GA",338000.0,Single Family Residential,33.418625,-84.713134
12172,2012-01-01,2012-03-31,27569,"Raleigh, NC",174250.0,Single Family Residential,35.429065,-78.182749
12175,2012-02-01,2012-04-30,27569,"Raleigh, NC",122500.0,Single Family Residential,35.429065,-78.182749
12177,2012-03-01,2012-05-31,27569,"Raleigh, NC",120000.0,Single Family Residential,35.429065,-78.182749
12179,2012-05-01,2012-07-31,27569,"Raleigh, NC",127750.0,Single Family Residential,35.429065,-78.182749
12181,2012-07-01,2012-09-30,27569,"Raleigh, NC",109250.0,Single Family Residential,35.429065,-78.182749
12183,2012-08-01,2012-10-31,27569,"Raleigh, NC",161000.0,Single Family Residential,35.429065,-78.182749
12184,2012-09-01,2012-11-30,27569,"Raleigh, NC",149500.0,Single Family Residential,35.429065,-78.182749
12186,2012-11-01,2013-01-31,27569,"Raleigh, NC",120000.0,Single Family Residential,35.429065,-78.182749
12188,2012-12-01,2013-02-28,27569,"Raleigh, NC",139000.0,Single Family Residential,35.429065,-78.182749
12189,2013-01-01,2013-03-31,27569,"Raleigh, NC",159000.0,Single Family Residential,35.429065,-78.182749
12190,2013-03-01,2013-05-31,27569,"Raleigh, NC",176000.0,Single Family Residential,35.429065,-78.182749
12192,2013-04-01,2013-06-30,27569,"Raleigh, NC",166000.0,Single Family Residential,35.429065,-78.182749
12195,2013-06-01,2013-08-31,27569,"Raleigh, NC",139900.0,Single Family Residential,35.429065,-78.182749
12196,2013-07-01,2013-09-30,27569,"Raleigh, NC",144900.0,Single Family Residential,35.429065,-78.182749
12199,2013-10-01,2013-12-31,27569,"Raleigh, NC",141950.0,Single Family Residential,35.429065,-78.182749
12201,2013-11-01,2014-01-31,27569,"Raleigh, NC",144000.0,Single Family Residential,35.429065,-78.182749
12202,2014-01-01,2014-03-31,27569,"Raleigh, NC",159950.0,Single Family Residential,35.429065,-78.182749
12207,2014-09-01,2014-11-30,27569,"Raleigh, NC",177450.0,Single Family Residential,35.429065,-78.182749
12210,2014-11-01,2015-01-31,27569,"Raleigh, NC",144000.0,Single Family Residential,35.429065,-78.182749
12212,2015-01-01,2015-03-31,27569,"Raleigh, NC",152000.0,Single Family Residential,35.429065,-78.182749
12215,2015-05-01,2015-07-31,27569,"Raleigh, NC",135000.0,Single Family Residential,35.429065,-78.182749
12218,2015-10-01,2015-12-31,27569,"Raleigh, NC",176900.0,Single Family Residential,35.429065,-78.182749
12219,2015-12-01,2016-02-29,27569,"Raleigh, NC",178900.0,Single Family Residential,35.429065,-78.182749
12220,2016-01-01,2016-03-31,27569,"Raleigh, NC",159900.0,Single Family Residential,35.429065,-78.182749
12222,2016-02-01,2016-04-30,27569,"Raleigh, NC",167200.0,Single Family Residential,35.429065,-78.182749
12223,2016-03-01,2016-05-31,27569,"Raleigh, NC",169750.0,Single Family Residential,35.429065,-78.182749
12224,2016-04-01,2016-06-30,27569,"Raleigh, NC",174000.0,Single Family Residential,35.429065,-78.182749
12227,2016-06-01,2016-08-31,27569,"Raleigh, NC",176900.0,Single Family Residential,35.429065,-78.182749
12228,2016-07-01,2016-09-30,27569,"Raleigh, NC",168000.0,Single Family Residential,35.429065,-78.182749
12229,2016-08-01,2016-10-31,27569,"Raleigh, NC",159950.0,Single Family Residential,35.429065,-78.182749
12232,2016-12-01,2017-02-28,27569,"Raleigh, NC",157000.0,Single Family Residential,35.429065,-78.182749
12238,2017-06-01,2017-08-31,27569,"Raleigh, NC",169500.0,Single Family Residential,35.429065,-78.182749
12241,2017-07-01,2017-09-30,27569,"Raleigh, NC",169500.0,Single Family Residential,35.429065,-78.182749
12242,2017-09-01,2017-11-30,27569,"Raleigh, NC",169500.0,Single Family Residential,35.429065,-78.182749
12245,2017-11-01,2018-01-31,27569,"Raleigh, NC",167500.0,Single Family Residential,35.429065,-78.182749
12249,2018-03-01,2018-05-31,27569,"Raleigh, NC",169400.0,Single Family Residential,35.429065,-78.182749
12250,2018-05-01,2018-07-31,27569,"Raleigh, NC",187750.0,Single Family Residential,35.429065,-78.182749
12253,2018-10-01,2018-12-31,27569,"Raleigh, NC",196000.0,Single Family Residential,35.429065,-78.182749
12257,2018-12-01,2019-02-28,27569,"Raleigh, NC",218450.0,Single Family Residential,35.429065,-78.182749
12262,2019-08-01,2019-10-31,27569,"Raleigh, NC",198750.0,Single Family Residential,35.429065,-78.182749
12263,2019-11-01,2020-01-31,27569,"Raleigh, NC",187500.0,Single Family Residential,35.429065,-78.182749
12264,2019-12-01,2020-02-29,27569,"Raleigh, NC",190000.0,Single Family Residential,35.429065,-78.182749
12267,2020-01-01,2020-03-31,27569,"Raleigh, NC",190000.0,Single Family Residential,35.429065,-78.182749
12268,2020-03-01,2020-05-31,27569,"Raleigh, NC",216900.0,Single Family Residential,35.429065,-78.182749
12269,2020-04-01,2020-06-30,27569,"Raleigh, NC",222450.0,Single Family Residential,35.429065,-78.182749
12272,2020-06-01,2020-08-31,27569,"Raleigh, NC",212900.0,Single Family Residential,35.429065,-78.182749
12273,2020-09-01,2020-11-30,27569,"Raleigh, NC",225000.0,Single Family Residential,35.429065,-78.182749
12275,2020-12-01,2021-02-28,27569,"Raleigh, NC",222000.0,Single Family Residential,35.429065,-78.182749
12277,2021-01-01,2021-03-31,27569,"Raleigh, NC",243700.0,Single Family Residential,35.429065,-78.182749
12278,2021-04-01,2021-06-30,27569,"Raleigh, NC",204500.0,Single Family Residential,35.429065,-78.182749
12280,2021-05-01,2021-07-31,27569,"Raleigh, NC",225000.0,Single Family Residential,35.429065,-78.182749
12285,2012-01-01,2012-03-31,27816,"Raleigh, NC",30000.0,Single Family Residential,36.108992,-78.070319
12286,2012-02-01,2012-04-30,27816,"Raleigh, NC",30000.0,Single Family Residential,36.108992,-78.070319
12287,2012-03-01,2012-05-31,27816,"Raleigh, NC",30000.0,Single Family Residential,36.108992,-78.070319
12289,2012-09-01,2012-11-30,27816,"Raleigh, NC",14500.0,Single Family Residential,36.108992,-78.070319
12291,2014-01-01,2014-03-31,27816,"Raleigh, NC",245000.0,Single Family Residential,36.108992,-78.070319
12292,2014-12-01,2015-02-28,27816,"Raleigh, NC",177000.0,Single Family Residential,36.108992,-78.070319
12294,2015-02-01,2015-04-30,27816,"Raleigh, NC",177000.0,Single Family Residential,36.108992,-78.070319
12296,2015-08-01,2015-10-31,27816,"Raleigh, NC",380000.0,Single Family Residential,36.108992,-78.070319
12298,2018-10-01,2018-12-31,27816,"Raleigh, NC",190000.0,Single Family Residential,36.108992,-78.070319
12299,2018-11-01,2019-01-31,27816,"Raleigh, NC",190000.0,Single Family Residential,36.108992,-78.070319
12301,2019-09-01,2019-11-30,27816,"Raleigh, NC",165000.0,Single Family Residential,36.108992,-78.070319
12308,2012-04-01,2012-06-30,30052,"Atlanta, GA",112325.0,Single Family Residential,33.815151,-83.893561
12310,2012-05-01,2012-07-31,30052,"Atlanta, GA",112500.0,Single Family Residential,33.815151,-83.893561
12311,2012-06-01,2012-08-31,30052,"Atlanta, GA",105500.0,Single Family Residential,33.815151,-83.893561
12314,2012-07-01,2012-09-30,30052,"Atlanta, GA",103500.0,Single Family Residential,33.815151,-83.893561
12316,2012-08-01,2012-10-31,30052,"Atlanta, GA",102750.0,Single Family Residential,33.815151,-83.893561
12317,2012-09-01,2012-11-30,30052,"Atlanta, GA",112950.0,Single Family Residential,33.815151,-83.893561
12328,2013-03-01,2013-05-31,30052,"Atlanta, GA",139000.0,Single Family Residential,33.815151,-83.893561
12331,2013-06-01,2013-08-31,30052,"Atlanta, GA",139000.0,Single Family Residential,33.815151,-83.893561
12338,2013-11-01,2014-01-31,30052,"Atlanta, GA",147000.0,Single Family Residential,33.815151,-83.893561
12339,2013-12-01,2014-02-28,30052,"Atlanta, GA",150000.0,Single Family Residential,33.815151,-83.893561
12342,2014-02-01,2014-04-30,30052,"Atlanta, GA",157900.0,Single Family Residential,33.815151,-83.893561
12347,2014-05-01,2014-07-31,30052,"Atlanta, GA",161380.0,Single Family Residential,33.815151,-83.893561
12352,2014-09-01,2014-11-30,30052,"Atlanta, GA",153050.0,Single Family Residential,33.815151,-83.893561
12356,2014-12-01,2015-02-28,30052,"Atlanta, GA",170270.0,Single Family Residential,33.815151,-83.893561
12358,2015-01-01,2015-03-31,30052,"Atlanta, GA",170000.0,Single Family Residential,33.815151,-83.893561
12361,2015-03-01,2015-05-31,30052,"Atlanta, GA",173470.0,Single Family Residential,33.815151,-83.893561
12365,2015-05-01,2015-07-31,30052,"Atlanta, GA",175125.0,Single Family Residential,33.815151,-83.893561
